regime,tokenReduction,failureReduction,fixedEnergyShare,physicalSavingsFraction,gateEnergyRatio,falseReject,demandMultiplier,completion,waterSavedPerCompletionPct,energySavedPerCompletionPct,totalWaterChangePct,totalEnergyChangePct,waterDemandBreakEven
illustrative wet,0,0.8,0.4,0,0.02,0.1,1,0.997484544,-1.3020143598335032,-1.3020143598335254,1.862090322580623,1.862090322580645,0.9817194962651592
illustrative wet,0,0.8,0.4,0,0.02,0.1,1.5,0.997484544,-1.3020143598335032,-1.3020143598335254,52.79313548387095,52.79313548387095,0.9817194962651592
illustrative wet,0,0.8,0.4,0,0.02,0.1,2,0.997484544,-1.3020143598335032,-1.3020143598335254,103.72418064516124,103.72418064516128,0.9817194962651592
illustrative wet,0,0.8,0.4,0,0.02,0.1,3,0.997484544,-1.3020143598335032,-1.3020143598335254,205.58627096774188,205.58627096774188,0.9817194962651592
illustrative dry,0,0.8,0.4,0,0.02,0.1,1,0.997484544,-1.3020143598335476,-1.3020143598335476,1.862090322580645,1.862090322580645,0.981719496265159
illustrative dry,0,0.8,0.4,0,0.02,0.1,1.5,0.997484544,-1.3020143598335476,-1.3020143598335476,52.79313548387097,52.79313548387097,0.981719496265159
illustrative dry,0,0.8,0.4,0,0.02,0.1,2,0.997484544,-1.3020143598335476,-1.3020143598335476,103.72418064516128,103.72418064516128,0.981719496265159
illustrative dry,0,0.8,0.4,0,0.02,0.1,3,0.997484544,-1.3020143598335476,-1.3020143598335476,205.58627096774194,205.58627096774194,0.981719496265159
different verifier site,0,0.8,0.4,0,0.02,0.1,1,0.997484544,-57.6512207090399,-1.0374640952832692,58.52283870967743,1.5960774193548355,0.6308239293086495
different verifier site,0,0.8,0.4,0,0.02,0.1,1.5,0.997484544,-57.6512207090399,-1.0374640952832692,137.78425806451617,52.39411612903224,0.6308239293086495
different verifier site,0,0.8,0.4,0,0.02,0.1,2,0.997484544,-57.6512207090399,-1.0374640952832692,217.04567741935486,103.19215483870967,0.6308239293086495
different verifier site,0,0.8,0.4,0,0.02,0.1,3,0.997484544,-57.6512207090399,-1.0374640952832692,375.56851612903233,204.78823225806448,0.6308239293086495
illustrative wet,0,0.8,0.4,0,0.1,0,1,0.999936,-7.539682539682535,-7.539682539682535,8.400000000000007,8.400000000000007,0.922509225092251
illustrative wet,0,0.8,0.4,0,0.1,0,1.5,0.999936,-7.539682539682535,-7.539682539682535,62.60000000000001,62.59999999999999,0.922509225092251
illustrative wet,0,0.8,0.4,0,0.1,0,2,0.999936,-7.539682539682535,-7.539682539682535,116.80000000000001,116.80000000000001,0.922509225092251
illustrative wet,0,0.8,0.4,0,0.1,0,3,0.999936,-7.539682539682535,-7.539682539682535,225.20000000000002,225.2,0.922509225092251
illustrative dry,0,0.8,0.4,0,0.1,0,1,0.999936,-7.539682539682535,-7.539682539682535,8.399999999999984,8.399999999999984,0.922509225092251
illustrative dry,0,0.8,0.4,0,0.1,0,1.5,0.999936,-7.539682539682535,-7.539682539682535,62.59999999999999,62.59999999999999,0.922509225092251
illustrative dry,0,0.8,0.4,0,0.1,0,2,0.999936,-7.539682539682535,-7.539682539682535,116.79999999999997,116.79999999999997,0.922509225092251
illustrative dry,0,0.8,0.4,0,0.1,0,3,0.999936,-7.539682539682535,-7.539682539682535,225.2,225.2,0.922509225092251
different verifier site,0,0.8,0.4,0,0.1,0,1,0.999936,-261.11111111111114,-6.349206349206349,264.00000000000006,7.200000000000006,0.2747252747252747
different verifier site,0,0.8,0.4,0,0.1,0,1.5,0.999936,-261.11111111111114,-6.349206349206349,446.0000000000001,60.79999999999999,0.2747252747252747
different verifier site,0,0.8,0.4,0,0.1,0,2,0.999936,-261.11111111111114,-6.349206349206349,628.0000000000001,114.4,0.2747252747252747
different verifier site,0,0.8,0.4,0,0.1,0,3,0.999936,-261.11111111111114,-6.349206349206349,992.0000000000002,221.59999999999997,0.2747252747252747
illustrative wet,0,0.8,0.4,0,0.1,0.01,1,0.999877976064,-7.629614669212104,-7.629614669212104,8.484356129032268,8.484356129032268,0.921791893027038
illustrative wet,0,0.8,0.4,0,0.1,0.01,1.5,0.999877976064,-7.629614669212104,-7.629614669212104,62.72653419354841,62.72653419354841,0.921791893027038
illustrative wet,0,0.8,0.4,0,0.1,0.01,2,0.999877976064,-7.629614669212104,-7.629614669212104,116.96871225806453,116.96871225806453,0.921791893027038
illustrative wet,0,0.8,0.4,0,0.1,0.01,3,0.999877976064,-7.629614669212104,-7.629614669212104,225.45306838709683,225.45306838709683,0.921791893027038
illustrative dry,0,0.8,0.4,0,0.1,0.01,1,0.999877976064,-7.629614669212104,-7.629614669212104,8.484356129032244,8.484356129032244,0.921791893027038
illustrative dry,0,0.8,0.4,0,0.1,0.01,1.5,0.999877976064,-7.629614669212104,-7.629614669212104,62.72653419354839,62.72653419354839,0.921791893027038
illustrative dry,0,0.8,0.4,0,0.1,0.01,2,0.999877976064,-7.629614669212104,-7.629614669212104,116.96871225806449,116.96871225806449,0.921791893027038
illustrative dry,0,0.8,0.4,0,0.1,0.01,3,0.999877976064,-7.629614669212104,-7.629614669212104,225.45306838709678,225.45306838709678,0.921791893027038
different verifier site,0,0.8,0.4,0,0.1,0.01,1,0.999877976064,-263.76237080196825,-6.427113466710921,266.6511926267281,7.272305253456213,0.2727387828295044
different verifier site,0,0.8,0.4,0,0.1,0.01,1.5,0.999877976064,-263.76237080196825,-6.427113466710921,449.9767889400921,60.90845788018433,0.2727387828295044
different verifier site,0,0.8,0.4,0,0.1,0.01,2,0.999877976064,-263.76237080196825,-6.427113466710921,633.3023852534562,114.54461050691242,0.2727387828295044
different verifier site,0,0.8,0.4,0,0.1,0.01,3,0.999877976064,-263.76237080196825,-6.427113466710921,999.9535778801842,221.81691576036866,0.2727387828295044
illustrative wet,0,0.8,0.4,0,0.1,0.1,1,0.997484544,-8.709421767240922,-8.709421767240944,9.310451612903226,9.310451612903226,0.9148256047292352
illustrative wet,0,0.8,0.4,0,0.1,0.1,1.5,0.997484544,-8.709421767240922,-8.709421767240944,63.96567741935484,63.96567741935484,0.9148256047292352
illustrative wet,0,0.8,0.4,0,0.1,0.1,2,0.997484544,-8.709421767240922,-8.709421767240944,118.62090322580644,118.62090322580644,0.9148256047292352
illustrative wet,0,0.8,0.4,0,0.1,0.1,3,0.997484544,-8.709421767240922,-8.709421767240944,227.93135483870967,227.93135483870967,0.9148256047292352
illustrative dry,0,0.8,0.4,0,0.1,0.1,1,0.997484544,-8.709421767240944,-8.709421767240944,9.310451612903226,9.310451612903226,0.9148256047292351
illustrative dry,0,0.8,0.4,0,0.1,0.1,1.5,0.997484544,-8.709421767240944,-8.709421767240944,63.96567741935484,63.96567741935484,0.9148256047292351
illustrative dry,0,0.8,0.4,0,0.1,0.1,2,0.997484544,-8.709421767240944,-8.709421767240944,118.62090322580644,118.62090322580644,0.9148256047292351
illustrative dry,0,0.8,0.4,0,0.1,0.1,3,0.997484544,-8.709421767240944,-8.709421767240944,227.93135483870967,227.93135483870967,0.9148256047292351
different verifier site,0,0.8,0.4,0,0.1,0.1,1,0.997484544,-290.45545351327274,-7.38667044448964,292.61419354838716,7.9803870967742,0.25470296704307926
different verifier site,0,0.8,0.4,0,0.1,0.1,1.5,0.997484544,-290.45545351327274,-7.38667044448964,488.92129032258066,61.97058064516128,0.25470296704307926
different verifier site,0,0.8,0.4,0,0.1,0.1,2,0.997484544,-290.45545351327274,-7.38667044448964,685.2283870967743,115.9607741935484,0.25470296704307926
different verifier site,0,0.8,0.4,0,0.1,0.1,3,0.997484544,-290.45545351327274,-7.38667044448964,1077.8425806451614,223.94116129032255,0.25470296704307926
illustrative wet,0,0.8,0.4,0,0.25,0,1,0.999936,-20.039682539682534,-20.039682539682513,20.999999999999996,20.999999999999996,0.8264462809917356
illustrative wet,0,0.8,0.4,0,0.25,0,1.5,0.999936,-20.039682539682534,-20.039682539682513,81.5,81.5,0.8264462809917356
illustrative wet,0,0.8,0.4,0,0.25,0,2,0.999936,-20.039682539682534,-20.039682539682513,142,142,0.8264462809917356
illustrative wet,0,0.8,0.4,0,0.25,0,3,0.999936,-20.039682539682534,-20.039682539682513,263,263,0.8264462809917356
illustrative dry,0,0.8,0.4,0,0.25,0,1,0.999936,-20.03968253968256,-20.03968253968256,20.999999999999996,20.999999999999996,0.8264462809917354
illustrative dry,0,0.8,0.4,0,0.25,0,1.5,0.999936,-20.03968253968256,-20.03968253968256,81.50000000000001,81.50000000000001,0.8264462809917354
illustrative dry,0,0.8,0.4,0,0.25,0,2,0.999936,-20.03968253968256,-20.03968253968256,142,142,0.8264462809917354
illustrative dry,0,0.8,0.4,0,0.25,0,3,0.999936,-20.03968253968256,-20.03968253968256,263.00000000000006,263.00000000000006,0.8264462809917354
different verifier site,0,0.8,0.4,0,0.25,0,1,0.999936,-653.968253968254,-17.06349206349209,660.0000000000001,17.999999999999993,0.13157894736842105
different verifier site,0,0.8,0.4,0,0.25,0,1.5,0.999936,-653.968253968254,-17.06349206349209,1040.0000000000002,77.00000000000003,0.13157894736842105
different verifier site,0,0.8,0.4,0,0.25,0,2,0.999936,-653.968253968254,-17.06349206349209,1420.0000000000002,136,0.13157894736842105
different verifier site,0,0.8,0.4,0,0.25,0,3,0.999936,-653.968253968254,-17.06349206349209,2180.0000000000005,254.00000000000006,0.13157894736842105
illustrative wet,0,0.8,0.4,0,0.25,0.01,1,0.999877976064,-20.25587729547471,-20.25587729547471,21.21089032258063,21.21089032258063,0.825008377827011
illustrative wet,0,0.8,0.4,0,0.25,0.01,1.5,0.999877976064,-20.25587729547471,-20.25587729547471,81.81633548387097,81.81633548387097,0.825008377827011
illustrative wet,0,0.8,0.4,0,0.25,0.01,2,0.999877976064,-20.25587729547471,-20.25587729547471,142.42178064516128,142.42178064516128,0.825008377827011
illustrative wet,0,0.8,0.4,0,0.25,0.01,3,0.999877976064,-20.25587729547471,-20.25587729547471,263.63267096774194,263.63267096774194,0.825008377827011
illustrative dry,0,0.8,0.4,0,0.25,0.01,1,0.999877976064,-20.255877295474733,-20.255877295474733,21.21089032258063,21.21089032258063,0.8250083778270109
illustrative dry,0,0.8,0.4,0,0.25,0.01,1.5,0.999877976064,-20.255877295474733,-20.255877295474733,81.81633548387097,81.81633548387097,0.8250083778270109
illustrative dry,0,0.8,0.4,0,0.25,0.01,2,0.999877976064,-20.255877295474733,-20.255877295474733,142.42178064516128,142.42178064516128,0.8250083778270109
illustrative dry,0,0.8,0.4,0,0.25,0.01,3,0.999877976064,-20.255877295474733,-20.255877295474733,263.63267096774194,263.63267096774194,0.8250083778270109
different verifier site,0,0.8,0.4,0,0.25,0.01,1,0.999877976064,-660.5877676273652,-17.249624289221742,666.6279815668204,18.180763133640564,0.1304413645267967
different verifier site,0,0.8,0.4,0,0.25,0.01,1.5,0.999877976064,-660.5877676273652,-17.249624289221742,1049.9419723502306,77.27114470046084,0.1304413645267967
different verifier site,0,0.8,0.4,0,0.25,0.01,2,0.999877976064,-660.5877676273652,-17.249624289221742,1433.2559631336408,136.36152626728114,0.1304413645267967
different verifier site,0,0.8,0.4,0,0.25,0.01,3,0.999877976064,-660.5877676273652,-17.249624289221742,2199.883944700461,254.54228940092167,0.1304413645267967
illustrative wet,0,0.8,0.4,0,0.25,0.1,1,0.997484544,-22.59831065612985,-22.598310656129826,23.276129032258062,23.276129032258062,0.811187054501303
illustrative wet,0,0.8,0.4,0,0.25,0.1,1.5,0.997484544,-22.59831065612985,-22.598310656129826,84.91419354838712,84.91419354838709,0.811187054501303
illustrative wet,0,0.8,0.4,0,0.25,0.1,2,0.997484544,-22.59831065612985,-22.598310656129826,146.55225806451614,146.55225806451614,0.811187054501303
illustrative wet,0,0.8,0.4,0,0.25,0.1,3,0.997484544,-22.59831065612985,-22.598310656129826,269.82838709677424,269.8283870967742,0.811187054501303
illustrative dry,0,0.8,0.4,0,0.25,0.1,1,0.997484544,-22.598310656129826,-22.598310656129826,23.27612903225804,23.27612903225804,0.8111870545013031
illustrative dry,0,0.8,0.4,0,0.25,0.1,1.5,0.997484544,-22.598310656129826,-22.598310656129826,84.91419354838709,84.91419354838709,0.8111870545013031
illustrative dry,0,0.8,0.4,0,0.25,0.1,2,0.997484544,-22.598310656129826,-22.598310656129826,146.55225806451608,146.55225806451608,0.8111870545013031
illustrative dry,0,0.8,0.4,0,0.25,0.1,3,0.997484544,-22.598310656129826,-22.598310656129826,269.8283870967742,269.8283870967742,0.8111870545013031
different verifier site,0,0.8,0.4,0,0.25,0.1,1,0.997484544,-726.9633900212094,-19.291432349251526,731.535483870968,19.95096774193548,0.12025945006517283
different verifier site,0,0.8,0.4,0,0.25,0.1,1.5,0.997484544,-726.9633900212094,-19.291432349251526,1147.3032258064518,79.92645161290322,0.12025945006517283
different verifier site,0,0.8,0.4,0,0.25,0.1,2,0.997484544,-726.9633900212094,-19.291432349251526,1563.070967741936,139.90193548387094,0.12025945006517283
different verifier site,0,0.8,0.4,0,0.25,0.1,3,0.997484544,-726.9633900212094,-19.291432349251526,2394.6064516129036,259.8529032258064,0.12025945006517283
illustrative wet,0,0.8,0.4,0.5,0,0,1,0.999936,8.730158730158733,8.730158730158744,-8.000000000000007,-7.9999999999999964,1.0869565217391304
illustrative wet,0,0.8,0.4,0.5,0,0,1.5,0.999936,8.730158730158733,8.730158730158744,37.999999999999986,38.000000000000014,1.0869565217391304
illustrative wet,0,0.8,0.4,0.5,0,0,2,0.999936,8.730158730158733,8.730158730158744,83.99999999999999,84.00000000000001,1.0869565217391304
illustrative wet,0,0.8,0.4,0.5,0,0,3,0.999936,8.730158730158733,8.730158730158744,175.99999999999997,176.00000000000003,1.0869565217391304
illustrative dry,0,0.8,0.4,0.5,0,0,1,0.999936,8.730158730158744,8.730158730158744,-8.000000000000007,-8.000000000000007,1.0869565217391306
illustrative dry,0,0.8,0.4,0.5,0,0,1.5,0.999936,8.730158730158744,8.730158730158744,37.999999999999986,37.999999999999986,1.0869565217391306
illustrative dry,0,0.8,0.4,0.5,0,0,2,0.999936,8.730158730158744,8.730158730158744,83.99999999999999,83.99999999999999,1.0869565217391306
illustrative dry,0,0.8,0.4,0.5,0,0,3,0.999936,8.730158730158744,8.730158730158744,175.99999999999997,175.99999999999997,1.0869565217391306
different verifier site,0,0.8,0.4,0.5,0,0,1,0.999936,8.73015873015872,8.730158730158744,-7.999999999999985,-8.000000000000007,1.0869565217391304
different verifier site,0,0.8,0.4,0.5,0,0,1.5,0.999936,8.73015873015872,8.730158730158744,38.000000000000014,37.999999999999986,1.0869565217391304
different verifier site,0,0.8,0.4,0.5,0,0,2,0.999936,8.73015873015872,8.730158730158744,84.00000000000003,83.99999999999999,1.0869565217391304
different verifier site,0,0.8,0.4,0.5,0,0,3,0.999936,8.73015873015872,8.730158730158744,176.00000000000003,175.99999999999997,1.0869565217391304
illustrative wet,0,0.8,0.4,0.5,0,0.01,1,0.999877976064,8.727280207481492,8.727280207481481,-8.00243716129032,-8.00243716129031,1.086985316940626
illustrative wet,0,0.8,0.4,0.5,0,0.01,1.5,0.999877976064,8.727280207481492,8.727280207481481,37.99634425806453,37.99634425806453,1.086985316940626
illustrative wet,0,0.8,0.4,0.5,0,0.01,2,0.999877976064,8.727280207481492,8.727280207481481,83.99512567741935,83.99512567741938,1.086985316940626
illustrative wet,0,0.8,0.4,0.5,0,0.01,3,0.999877976064,8.727280207481492,8.727280207481481,175.99268851612905,175.99268851612905,1.086985316940626
illustrative dry,0,0.8,0.4,0.5,0,0.01,1,0.999877976064,8.727280207481481,8.727280207481481,-8.00243716129032,-8.00243716129032,1.086985316940626
illustrative dry,0,0.8,0.4,0.5,0,0.01,1.5,0.999877976064,8.727280207481481,8.727280207481481,37.99634425806453,37.99634425806453,1.086985316940626
illustrative dry,0,0.8,0.4,0.5,0,0.01,2,0.999877976064,8.727280207481481,8.727280207481481,83.99512567741935,83.99512567741935,1.086985316940626
illustrative dry,0,0.8,0.4,0.5,0,0.01,3,0.999877976064,8.727280207481481,8.727280207481481,175.99268851612905,175.99268851612905,1.086985316940626
different verifier site,0,0.8,0.4,0.5,0,0.01,1,0.999877976064,8.727280207481469,8.727280207481481,-8.00243716129031,-8.00243716129032,1.0869853169406258
different verifier site,0,0.8,0.4,0.5,0,0.01,1.5,0.999877976064,8.727280207481469,8.727280207481481,37.99634425806453,37.99634425806453,1.0869853169406258
different verifier site,0,0.8,0.4,0.5,0,0.01,2,0.999877976064,8.727280207481469,8.727280207481481,83.99512567741938,83.99512567741935,1.0869853169406258
different verifier site,0,0.8,0.4,0.5,0,0.01,3,0.999877976064,8.727280207481469,8.727280207481481,175.99268851612905,175.99268851612905,1.0869853169406258
illustrative wet,0,0.8,0.4,0.5,0,0.1,1,0.997484544,8.608252079342504,8.608252079342494,-8.102967741935485,-8.102967741935485,1.0881744224250987
illustrative wet,0,0.8,0.4,0.5,0,0.1,1.5,0.997484544,8.608252079342504,8.608252079342494,37.84554838709675,37.84554838709677,1.0881744224250987
illustrative wet,0,0.8,0.4,0.5,0,0.1,2,0.997484544,8.608252079342504,8.608252079342494,83.79406451612903,83.79406451612903,1.0881744224250987
illustrative wet,0,0.8,0.4,0.5,0,0.1,3,0.997484544,8.608252079342504,8.608252079342494,175.6910967741935,175.69109677419354,1.0881744224250987
illustrative dry,0,0.8,0.4,0.5,0,0.1,1,0.997484544,8.608252079342481,8.608252079342481,-8.102967741935496,-8.102967741935496,1.0881744224250984
illustrative dry,0,0.8,0.4,0.5,0,0.1,1.5,0.997484544,8.608252079342481,8.608252079342481,37.84554838709677,37.84554838709677,1.0881744224250984
illustrative dry,0,0.8,0.4,0.5,0,0.1,2,0.997484544,8.608252079342481,8.608252079342481,83.79406451612901,83.79406451612901,1.0881744224250984
illustrative dry,0,0.8,0.4,0.5,0,0.1,3,0.997484544,8.608252079342481,8.608252079342481,175.69109677419354,175.69109677419354,1.0881744224250984
different verifier site,0,0.8,0.4,0.5,0,0.1,1,0.997484544,8.608252079342494,8.608252079342481,-8.102967741935485,-8.102967741935496,1.0881744224250984
different verifier site,0,0.8,0.4,0.5,0,0.1,1.5,0.997484544,8.608252079342494,8.608252079342481,37.84554838709677,37.84554838709677,1.0881744224250984
different verifier site,0,0.8,0.4,0.5,0,0.1,2,0.997484544,8.608252079342494,8.608252079342481,83.79406451612903,83.79406451612901,1.0881744224250984
different verifier site,0,0.8,0.4,0.5,0,0.1,3,0.997484544,8.608252079342494,8.608252079342481,175.69109677419354,175.69109677419354,1.0881744224250984
illustrative wet,0,0.8,0.4,0.5,0.02,0,1,0.999936,7.063492063492083,7.063492063492072,-6.320000000000004,-6.320000000000004,1.067463706233988
illustrative wet,0,0.8,0.4,0.5,0.02,0,1.5,0.999936,7.063492063492083,7.063492063492072,40.52,40.51999999999998,1.067463706233988
illustrative wet,0,0.8,0.4,0.5,0.02,0,2,0.999936,7.063492063492083,7.063492063492072,87.36,87.36,1.067463706233988
illustrative wet,0,0.8,0.4,0.5,0.02,0,3,0.999936,7.063492063492083,7.063492063492072,181.04,181.03999999999996,1.067463706233988
illustrative dry,0,0.8,0.4,0.5,0.02,0,1,0.999936,7.063492063492072,7.063492063492072,-6.320000000000004,-6.320000000000004,1.067463706233988
illustrative dry,0,0.8,0.4,0.5,0.02,0,1.5,0.999936,7.063492063492072,7.063492063492072,40.51999999999998,40.51999999999998,1.067463706233988
illustrative dry,0,0.8,0.4,0.5,0.02,0,2,0.999936,7.063492063492072,7.063492063492072,87.36,87.36,1.067463706233988
illustrative dry,0,0.8,0.4,0.5,0.02,0,3,0.999936,7.063492063492072,7.063492063492072,181.03999999999996,181.03999999999996,1.067463706233988
different verifier site,0,0.8,0.4,0.5,0.02,0,1,0.999936,-43.65079365079365,7.301587301587309,44.80000000000002,-6.56000000000001,0.6906077348066297
different verifier site,0,0.8,0.4,0.5,0.02,0,1.5,0.999936,-43.65079365079365,7.301587301587309,117.20000000000002,40.159999999999975,0.6906077348066297
different verifier site,0,0.8,0.4,0.5,0.02,0,2,0.999936,-43.65079365079365,7.301587301587309,189.60000000000002,86.87999999999998,0.6906077348066297
different verifier site,0,0.8,0.4,0.5,0.02,0,3,0.999936,-43.65079365079365,7.301587301587309,334.40000000000003,180.31999999999994,0.6906077348066297
illustrative wet,0,0.8,0.4,0.5,0.02,0.01,1,0.999877976064,7.043778523979782,7.043778523979782,-6.305565935483848,-6.305565935483859,1.0672992584718741
illustrative wet,0,0.8,0.4,0.5,0.02,0.01,1.5,0.999877976064,7.043778523979782,7.043778523979782,40.54165109677423,40.54165109677423,1.0672992584718741
illustrative wet,0,0.8,0.4,0.5,0.02,0.01,2,0.999877976064,7.043778523979782,7.043778523979782,87.3888681290323,87.38886812903229,1.0672992584718741
illustrative wet,0,0.8,0.4,0.5,0.02,0.01,3,0.999877976064,7.043778523979782,7.043778523979782,181.08330219354846,181.08330219354846,1.0672992584718741
illustrative dry,0,0.8,0.4,0.5,0.02,0.01,1,0.999877976064,7.043778523979805,7.043778523979805,-6.30556593548387,-6.30556593548387,1.0672992584718743
illustrative dry,0,0.8,0.4,0.5,0.02,0.01,1.5,0.999877976064,7.043778523979805,7.043778523979805,40.54165109677419,40.54165109677419,1.0672992584718743
illustrative dry,0,0.8,0.4,0.5,0.02,0.01,2,0.999877976064,7.043778523979805,7.043778523979805,87.38886812903226,87.38886812903226,1.0672992584718743
illustrative dry,0,0.8,0.4,0.5,0.02,0.01,3,0.999877976064,7.043778523979805,7.043778523979805,181.08330219354838,181.08330219354838,1.0672992584718743
different verifier site,0,0.8,0.4,0.5,0.02,0.01,1,0.999877976064,-44.18277270257147,7.284278764480023,45.32780136405534,-6.547976110599063,0.6880995863241175
different verifier site,0,0.8,0.4,0.5,0.02,0.01,1.5,0.999877976064,-44.18277270257147,7.284278764480023,117.991702046083,40.1780358341014,0.6880995863241175
different verifier site,0,0.8,0.4,0.5,0.02,0.01,2,0.999877976064,-44.18277270257147,7.284278764480023,190.6556027281107,86.90404777880187,0.6880995863241175
different verifier site,0,0.8,0.4,0.5,0.02,0.01,3,0.999877976064,-44.18277270257147,7.284278764480023,335.983404092166,180.3560716682028,0.6880995863241175
illustrative wet,0,0.8,0.4,0.5,0.02,0.1,1,0.997484544,6.756400227490655,6.756400227490655,-6.240877419354851,-6.24087741935484,1.0665628820703488
illustrative wet,0,0.8,0.4,0.5,0.02,0.1,1.5,0.997484544,6.756400227490655,6.756400227490655,40.63868387096774,40.63868387096772,1.0665628820703488
illustrative wet,0,0.8,0.4,0.5,0.02,0.1,2,0.997484544,6.756400227490655,6.756400227490655,87.5182451612903,87.51824516129032,1.0665628820703488
illustrative wet,0,0.8,0.4,0.5,0.02,0.1,3,0.997484544,6.756400227490655,6.756400227490655,181.27736774193548,181.27736774193545,1.0665628820703488
illustrative dry,0,0.8,0.4,0.5,0.02,0.1,1,0.997484544,6.756400227490634,6.756400227490634,-6.24087741935484,-6.24087741935484,1.0665628820703486
illustrative dry,0,0.8,0.4,0.5,0.02,0.1,1.5,0.997484544,6.756400227490634,6.756400227490634,40.63868387096774,40.63868387096774,1.0665628820703486
illustrative dry,0,0.8,0.4,0.5,0.02,0.1,2,0.997484544,6.756400227490634,6.756400227490634,87.51824516129032,87.51824516129032,1.0665628820703486
illustrative dry,0,0.8,0.4,0.5,0.02,0.1,3,0.997484544,6.756400227490634,6.756400227490634,181.27736774193548,181.27736774193548,1.0665628820703486
different verifier site,0,0.8,0.4,0.5,0.02,0.1,1,0.997484544,-49.592806121715704,7.020950492040912,50.41987096774194,-6.50689032258065,0.6648057823520227
different verifier site,0,0.8,0.4,0.5,0.02,0.1,1.5,0.997484544,-49.592806121715704,7.020950492040912,125.62980645161295,40.23966451612901,0.6648057823520227
different verifier site,0,0.8,0.4,0.5,0.02,0.1,2,0.997484544,-49.592806121715704,7.020950492040912,200.8397419354839,86.9862193548387,0.6648057823520227
different verifier site,0,0.8,0.4,0.5,0.02,0.1,3,0.997484544,-49.592806121715704,7.020950492040912,351.2596129032259,180.47932903225802,0.6648057823520227
illustrative wet,0,0.8,0.4,0.5,0.1,0,1,0.999936,0.3968253968253954,0.3968253968253954,0.40000000000002256,0.40000000000000036,0.9960159362549801
illustrative wet,0,0.8,0.4,0.5,0.1,0,1.5,0.999936,0.3968253968253954,0.3968253968253954,50.6,50.6,0.9960159362549801
illustrative wet,0,0.8,0.4,0.5,0.1,0,2,0.999936,0.3968253968253954,0.3968253968253954,100.80000000000004,100.8,0.9960159362549801
illustrative wet,0,0.8,0.4,0.5,0.1,0,3,0.999936,0.3968253968253954,0.3968253968253954,201.2,201.2,0.9960159362549801
illustrative dry,0,0.8,0.4,0.5,0.1,0,1,0.999936,0.3968253968254065,0.3968253968254065,0.39999999999997815,0.39999999999997815,0.9960159362549802
illustrative dry,0,0.8,0.4,0.5,0.1,0,1.5,0.999936,0.3968253968254065,0.3968253968254065,50.59999999999998,50.59999999999998,0.9960159362549802
illustrative dry,0,0.8,0.4,0.5,0.1,0,2,0.999936,0.3968253968254065,0.3968253968254065,100.79999999999995,100.79999999999995,0.9960159362549802
illustrative dry,0,0.8,0.4,0.5,0.1,0,3,0.999936,0.3968253968254065,0.3968253968254065,201.19999999999996,201.19999999999996,0.9960159362549802
different verifier site,0,0.8,0.4,0.5,0.1,0,1,0.999936,-253.17460317460322,1.5873015873015928,256.00000000000006,-0.8000000000000118,0.28089887640449435
different verifier site,0,0.8,0.4,0.5,0.1,0,1.5,0.999936,-253.17460317460322,1.5873015873015928,434.00000000000006,48.799999999999976,0.28089887640449435
different verifier site,0,0.8,0.4,0.5,0.1,0,2,0.999936,-253.17460317460322,1.5873015873015928,612.0000000000001,98.39999999999998,0.28089887640449435
different verifier site,0,0.8,0.4,0.5,0.1,0,3,0.999936,-253.17460317460322,1.5873015873015928,968.0000000000001,197.59999999999997,0.28089887640449435
illustrative wet,0,0.8,0.4,0.5,0.1,0.01,1,0.999877976064,0.30977178997307897,0.30977178997306787,0.48191896774194554,0.48191896774196774,0.9952039235248219
illustrative wet,0,0.8,0.4,0.5,0.1,0.01,1.5,0.999877976064,0.30977178997307897,0.30977178997306787,50.72287845161292,50.72287845161294,0.9952039235248219
illustrative wet,0,0.8,0.4,0.5,0.1,0.01,2,0.999877976064,0.30977178997307897,0.30977178997306787,100.9638379354839,100.96383793548394,0.9952039235248219
illustrative wet,0,0.8,0.4,0.5,0.1,0.01,3,0.999877976064,0.30977178997307897,0.30977178997306787,201.44575690322583,201.44575690322588,0.9952039235248219
illustrative dry,0,0.8,0.4,0.5,0.1,0.01,1,0.999877976064,0.30977178997306787,0.30977178997306787,0.48191896774194554,0.48191896774194554,0.9952039235248219
illustrative dry,0,0.8,0.4,0.5,0.1,0.01,1.5,0.999877976064,0.30977178997306787,0.30977178997306787,50.72287845161292,50.72287845161292,0.9952039235248219
illustrative dry,0,0.8,0.4,0.5,0.1,0.01,2,0.999877976064,0.30977178997306787,0.30977178997306787,100.9638379354839,100.9638379354839,0.9952039235248219
illustrative dry,0,0.8,0.4,0.5,0.1,0.01,3,0.999877976064,0.30977178997306787,0.30977178997306787,201.44575690322583,201.44575690322583,0.9952039235248219
different verifier site,0,0.8,0.4,0.5,0.1,0.01,1,0.999877976064,-255.82298434278306,1.5122729924742506,258.64875546543783,-0.7301319078340973,0.2788243329332751
different verifier site,0,0.8,0.4,0.5,0.1,0.01,1.5,0.999877976064,-255.82298434278306,1.5122729924742506,437.9731331981567,48.90480213824886,0.2788243329332751
different verifier site,0,0.8,0.4,0.5,0.1,0.01,2,0.999877976064,-255.82298434278306,1.5122729924742506,617.2975109308757,98.5397361843318,0.2788243329332751
different verifier site,0,0.8,0.4,0.5,0.1,0.01,3,0.999877976064,-255.82298434278306,1.5122729924742506,975.9462663963134,197.8096042764977,0.2788243329332751
